time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	"jetspous J"	https://youtu.be/QnMqyMVwhIQ	3:44/1분	QnMqyMVwhIQ	UCavDRvDgkRxZGRcinTAx_FQ	"[창팝] 그치 그치 다 리선족 탓이다 그치?"	"jetspous J"	2025-08-13T14:00:00Z	2025-08-13T14:00:06Z	2025-08-13T14:04:58Z
23:05										
23:10										
23:15										
23:20										
23:25										
23:30										
23:35										
23:40										
23:45										
23:50										
23:55										
